301,301,301,101,101,101,101,101,101,101,101,101,101,101,101
301,301,301,101,101,101,101,101,101,101,101,101,101,101,101
301,301,301,101,101,101,101,103,101,101,101,101,101,101,101
301,301,301,101,101,101,101,101,101,101,101,101,101,101,101
301,301,301,101,101,101,101,103,101,101,101,101,101,101,101
301,301,301,101,101,101,101,105,101,101,101,101,101,103,103
301,301,301,101,101,101,101,103,101,101,101,101,101,101,101
301,301,301,101,101,101,101,101,101,101,101,101,101,101,101
301,301,301,101,101,101,101,105,101,101,101,101,105,103,101
301,301,301,103,101,101,101,103,101,101,101,101,105,103,101
301,301,301,101,105,101,101,101,101,101,201,201,201,101,101
301,301,301,101,101,101,101,101,101,103,202,203,202,101,101
301,301,301,101,101,101,103,105,101,101,202,202,202,101,101
301,301,301,101,103,103,101,101,101,101,101,101,101,101,101
301,301,301,101,103,103,101,101,101,101,101,101,101,101,101
